"Object" "Context" "ObjectResponse" "ContextResponse" "ChoiceNo" "SubjectNo" "Group" "CorrObjResp" "Accuracy" "SeenHit" "FalseSeenHit" "ContextAccuracy" "ObjectType" "ItemOrder" "CuriosityRating" "ItemOrderType" "CuriosityRatingType"
"MosquitoRacket" "LivingRoom" "Familiar" "Library" 1 "P06" "Novel" "Seen" 1 0 0 0 "Old" 1 6 "Early" "High"
"Router" "LivingRoom" "Seen" "Gym" 2 "P06" "Novel" "Seen" 1 1 0 0 "Old" 6 6 "Late" "High"
"ShowerHead" "LivingRoom" "Seen" "Classroom" 4 "P06" "Novel" "Seen" 1 1 0 0 "Old" 3 6 "Early" "High"
"StrawberryDonut" "LivingRoom" "Seen" "LivingRoom" 4 "P06" "Novel" "Seen" 1 1 0 1 "Old" 2 6 "Early" "High"
"Basket" "StorageRoom" "Familiar" "LivingRoom" 3 "P06" "Novel" "Seen" 1 0 0 0 "Old" 2 6 "Early" "High"
"CinRoll" "StorageRoom" "Seen" "StorageRoom" 1 "P06" "Novel" "Seen" 1 1 0 1 "Old" 5 6 "Late" "High"
"Jug" "StorageRoom" "New" "None" 3 "P06" "Novel" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"Matrioshka" "StorageRoom" "Seen" "None" 1 "P06" "Novel" "Seen" 1 1 0 0 "Old" 4 6 "Late" "High"
"NailScissors" "StorageRoom" "Seen" "Classroom" 3 "P06" "Novel" "Seen" 1 1 0 0 "Old" 1 6 "Early" "High"
"Pumpkin" "StorageRoom" "Seen" "StorageRoom" 3 "P06" "Novel" "Seen" 1 1 0 1 "Old" 3 6 "Early" "High"
"BaseballBat" "Bedroom" "Seen" "Gym" 1 "P07" "Familiar" "Seen" 1 1 0 0 "Old" 5 5 "Late" "High"
"Grape" "Bedroom" "Familiar" "Bedroom" 2 "P07" "Familiar" "Seen" 1 0 0 1 "Old" 3 5 "Early" "High"
"MechanicalGloves" "Bedroom" "Seen" "Bedroom" 1 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 2 5 "Early" "High"
"PiggyBank" "Bedroom" "Seen" "Bedroom" 4 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 1 5 "Early" "High"
"Teacup" "Bedroom" "Seen" "Bedroom" 3 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 4 5 "Late" "High"
"Toaster" "Bedroom" "New" "None" 4 "P07" "Familiar" "Seen" 0 0 0 0 "Old" 6 5 "Late" "High"
"Calculator" "Classroom" "Seen" "Classroom" 2 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 4 5 "Late" "High"
"HTCViveController" "Classroom" "Seen" "StorageRoom" 2 "P07" "Familiar" "Seen" 1 1 0 0 "Old" 5 5 "Late" "High"
"Kettle" "Classroom" "Familiar" "Classroom" 4 "P07" "Familiar" "Seen" 1 0 0 1 "Old" 1 5 "Early" "High"
"OfficeBin" "Classroom" "Seen" "Classroom" 1 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 6 5 "Late" "High"
"Openner" "Classroom" "Seen" "Library" 1 "P07" "Familiar" "Seen" 1 1 0 0 "Old" 3 5 "Early" "High"
"Squeezer" "Classroom" "Seen" "Bedroom" 1 "P07" "Familiar" "Seen" 1 1 0 0 "Old" 2 5 "Early" "High"
"Avocado" "Gym" "Seen" "Gym" 4 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 1 6 "Early" "High"
"Controller" "Gym" "Seen" "Library" 2 "P07" "Familiar" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"JBLSpeaker" "Gym" "Seen" "StorageRoom" 4 "P07" "Familiar" "Seen" 1 1 0 0 "Old" 4 6 "Late" "High"
"Mouse" "Gym" "Seen" "StorageRoom" 3 "P07" "Familiar" "Seen" 1 1 0 0 "Old" 6 6 "Late" "High"
"Pineapple" "Gym" "Seen" "Gym" 1 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 2 6 "Early" "High"
"Stapler" "Gym" "Seen" "Gym" 2 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 3 6 "Early" "High"
"CleaningBucket" "Library" "Seen" "Classroom" 3 "P07" "Novel" "Seen" 1 1 0 0 "Old" 3 6 "Early" "High"
"EggBeater" "Library" "Seen" "Bedroom" 1 "P07" "Novel" "Seen" 1 1 0 0 "Old" 1 6 "Early" "High"
"HandDrill" "Library" "Seen" "Classroom" 4 "P07" "Novel" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"MokeExpress" "Library" "Seen" "Gym" 3 "P07" "Novel" "Seen" 1 1 0 0 "Old" 6 6 "Late" "High"
"NikonCamera" "Library" "Seen" "Library" 1 "P07" "Novel" "Seen" 1 1 0 1 "Old" 4 6 "Late" "High"
"Padella" "Library" "New" "None" 1 "P07" "Novel" "Seen" 0 0 0 0 "Old" 2 6 "Early" "High"
"Apple" "StorageRoom" "Seen" "Gym" 2 "P07" "Novel" "Seen" 1 1 0 0 "Old" 3 6 "Early" "High"
"Cabbaage" "StorageRoom" "Seen" "StorageRoom" 4 "P07" "Novel" "Seen" 1 1 0 1 "Old" 6 6 "Late" "High"
"Headphones" "StorageRoom" "Seen" "Classroom" 2 "P07" "Novel" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"Paprika" "StorageRoom" "Seen" "Classroom" 2 "P07" "Novel" "Seen" 1 1 0 0 "Old" 4 6 "Late" "High"
"SaltSub" "StorageRoom" "Seen" "StorageRoom" 1 "P07" "Novel" "Seen" 1 1 0 1 "Old" 1 6 "Early" "High"
"Typewriter" "StorageRoom" "New" "None" 2 "P07" "Novel" "Seen" 0 0 0 0 "Old" 2 6 "Early" "High"
"BaseballBat" "Bedroom" "Seen" "Bedroom" 2 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 5 6 "Late" "High"
"Grape" "Bedroom" "New" "None" 3 "P08" "Familiar" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"MechanicalGloves" "Bedroom" "Seen" "Bedroom" 1 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 2 6 "Early" "High"
"PiggyBank" "Bedroom" "Seen" "Bedroom" 4 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 1 6 "Early" "High"
"Teacup" "Bedroom" "New" "None" 1 "P08" "Familiar" "Seen" 0 0 0 0 "Old" 4 6 "Late" "High"
"Toaster" "Bedroom" "Seen" "Bedroom" 3 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 6 6 "Late" "High"
"Calculator" "Classroom" "Seen" "StorageRoom" 1 "P08" "Familiar" "Seen" 1 1 0 0 "Old" 4 3 "Late" "Low"
"HTCViveController" "Classroom" "Seen" "StorageRoom" 2 "P08" "Familiar" "Seen" 1 1 0 0 "Old" 5 3 "Late" "Low"
"Kettle" "Classroom" "Seen" "Classroom" 4 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 1 3 "Early" "Low"
"OfficeBin" "Classroom" "New" "None" 4 "P08" "Familiar" "Seen" 0 0 0 0 "Old" 6 3 "Late" "Low"
"Openner" "Classroom" "Seen" "Classroom" 3 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 3 3 "Early" "Low"
"Squeezer" "Classroom" "Seen" "Classroom" 3 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 2 3 "Early" "Low"
"Avocado" "Gym" "Seen" "Gym" 4 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 1 1 "Early" "Low"
"Controller" "Gym" "Seen" "Gym" 3 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 5 1 "Late" "Low"
"JBLSpeaker" "Gym" "Seen" "Gym" 2 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 4 1 "Late" "Low"
"Mouse" "Gym" "Seen" "StorageRoom" 3 "P08" "Familiar" "Seen" 1 1 0 0 "Old" 6 1 "Late" "Low"
"Pineapple" "Gym" "Seen" "Gym" 1 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 2 1 "Early" "Low"
"Stapler" "Gym" "Seen" "Gym" 2 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 3 1 "Early" "Low"
"CleaningBucket" "Library" "New" "None" 1 "P08" "Novel" "Seen" 0 0 0 0 "Old" 3 5 "Early" "High"
"EggBeater" "Library" "Seen" "Library" 4 "P08" "Novel" "Seen" 1 1 0 1 "Old" 1 5 "Early" "High"
"HandDrill" "Library" "Seen" "Library" 3 "P08" "Novel" "Seen" 1 1 0 1 "Old" 5 5 "Late" "High"
"MokeExpress" "Library" "Seen" "StorageRoom" 4 "P08" "Novel" "Seen" 1 1 0 0 "Old" 6 5 "Late" "High"
"NikonCamera" "Library" "Seen" "Library" 1 "P08" "Novel" "Seen" 1 1 0 1 "Old" 4 5 "Late" "High"
"Padella" "Library" "New" "None" 1 "P08" "Novel" "Seen" 0 0 0 0 "Old" 2 5 "Early" "High"
"MilkCarton" "LivingRoom" "Seen" "Bedroom" 2 "P08" "Novel" "Seen" 1 1 0 0 "Old" 3 6 "Early" "High"
"Muffin" "LivingRoom" "Seen" "LivingRoom" 4 "P08" "Novel" "Seen" 1 1 0 1 "Old" 2 6 "Early" "High"
"Mushroom" "LivingRoom" "New" "None" 4 "P08" "Novel" "Seen" 0 0 0 0 "Old" 4 6 "Late" "High"
"PencilSharpener" "LivingRoom" "Seen" "LivingRoom" 2 "P08" "Novel" "Seen" 1 1 0 1 "Old" 1 6 "Early" "High"
"RugbyBall" "LivingRoom" "Seen" "None" 4 "P08" "Novel" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"Spoons" "LivingRoom" "Seen" "StorageRoom" 4 "P08" "Novel" "Seen" 1 1 0 0 "Old" 6 6 "Late" "High"
"Apple" "StorageRoom" "Seen" "Gym" 2 "P08" "Novel" "Seen" 1 1 0 0 "Old" 3 3 "Early" "Low"
"Cabbaage" "StorageRoom" "Seen" "StorageRoom" 4 "P08" "Novel" "Seen" 1 1 0 1 "Old" 6 3 "Late" "Low"
"Headphones" "StorageRoom" "New" "None" 4 "P08" "Novel" "Seen" 0 0 0 0 "Old" 5 3 "Late" "Low"
"Paprika" "StorageRoom" "Seen" "StorageRoom" 1 "P08" "Novel" "Seen" 1 1 0 1 "Old" 4 3 "Late" "Low"
"SaltSub" "StorageRoom" "Seen" "Library" 2 "P08" "Novel" "Seen" 1 1 0 0 "Old" 1 3 "Early" "Low"
"Typewriter" "StorageRoom" "Seen" "StorageRoom" 4 "P08" "Novel" "Seen" 1 1 0 1 "Old" 2 3 "Early" "Low"
"BaseballBat" "Bedroom" "Seen" "Bedroom" 2 "P09" "Familiar" "Seen" 1 1 0 1 "Old" 5 3 "Late" "Low"
"Grape" "Bedroom" "Seen" "Library" 1 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 3 3 "Early" "Low"
"MechanicalGloves" "Bedroom" "Seen" "Bedroom" 1 "P09" "Familiar" "Seen" 1 1 0 1 "Old" 2 3 "Early" "Low"
"PiggyBank" "Bedroom" "Seen" "Gym" 1 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 1 3 "Early" "Low"
"Teacup" "Bedroom" "Seen" "Bedroom" 3 "P09" "Familiar" "Seen" 1 1 0 1 "Old" 4 3 "Late" "Low"
"Toaster" "Bedroom" "New" "None" 4 "P09" "Familiar" "Seen" 0 0 0 0 "Old" 6 3 "Late" "Low"
"Calculator" "Classroom" "Seen" "Library" 3 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 4 3 "Late" "Low"
"HTCViveController" "Classroom" "Familiar" "None" 1 "P09" "Familiar" "Seen" 1 0 0 0 "Old" 5 3 "Late" "Low"
"Kettle" "Classroom" "Familiar" "Classroom" 4 "P09" "Familiar" "Seen" 1 0 0 1 "Old" 1 3 "Early" "Low"
"OfficeBin" "Classroom" "Seen" "LivingRoom" 3 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 6 3 "Late" "Low"
"Openner" "Classroom" "New" "None" 2 "P09" "Familiar" "Seen" 0 0 0 0 "Old" 3 3 "Early" "Low"
"Squeezer" "Classroom" "Familiar" "LivingRoom" 4 "P09" "Familiar" "Seen" 1 0 0 0 "Old" 2 3 "Early" "Low"
"Avocado" "Gym" "Seen" "Classroom" 2 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 1 3 "Early" "Low"
"Controller" "Gym" "Seen" "Gym" 3 "P09" "Familiar" "Seen" 1 1 0 1 "Old" 5 3 "Late" "Low"
"JBLSpeaker" "Gym" "Seen" "LivingRoom" 3 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 4 3 "Late" "Low"
"Mouse" "Gym" "Seen" "Gym" 4 "P09" "Familiar" "Seen" 1 1 0 1 "Old" 6 3 "Late" "Low"
"Pineapple" "Gym" "Seen" "Bedroom" 3 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 2 3 "Early" "Low"
"Stapler" "Gym" "Familiar" "Gym" 2 "P09" "Familiar" "Seen" 1 0 0 1 "Old" 3 3 "Early" "Low"
"CleaningBucket" "Library" "Seen" "Library" 4 "P09" "Novel" "Seen" 1 1 0 1 "Old" 3 5 "Early" "High"
"EggBeater" "Library" "Seen" "Library" 4 "P09" "Novel" "Seen" 1 1 0 1 "Old" 1 5 "Early" "High"
"HandDrill" "Library" "Seen" "Library" 3 "P09" "Novel" "Seen" 1 1 0 1 "Old" 5 5 "Late" "High"
"MokeExpress" "Library" "Seen" "Library" 1 "P09" "Novel" "Seen" 1 1 0 1 "Old" 6 5 "Late" "High"
"NikonCamera" "Library" "Seen" "Library" 1 "P09" "Novel" "Seen" 1 1 0 1 "Old" 4 5 "Late" "High"
"Padella" "Library" "Seen" "Bedroom" 2 "P09" "Novel" "Seen" 1 1 0 0 "Old" 2 5 "Early" "High"
"MilkCarton" "LivingRoom" "New" "None" 4 "P09" "Novel" "Seen" 0 0 0 0 "Old" 3 5 "Early" "High"
"Muffin" "LivingRoom" "Seen" "Classroom" 3 "P09" "Novel" "Seen" 1 1 0 0 "Old" 2 5 "Early" "High"
"Mushroom" "LivingRoom" "Seen" "LivingRoom" 1 "P09" "Novel" "Seen" 1 1 0 1 "Old" 4 5 "Late" "High"
"PencilSharpener" "LivingRoom" "Familiar" "None" 1 "P09" "Novel" "Seen" 1 0 0 0 "Old" 1 5 "Early" "High"
"RugbyBall" "LivingRoom" "Seen" "LivingRoom" 3 "P09" "Novel" "Seen" 1 1 0 1 "Old" 5 5 "Late" "High"
"Spoons" "LivingRoom" "New" "None" 3 "P09" "Novel" "Seen" 0 0 0 0 "Old" 6 5 "Late" "High"
"Apple" "StorageRoom" "Seen" "StorageRoom" 3 "P09" "Novel" "Seen" 1 1 0 1 "Old" 3 5 "Early" "High"
"Cabbaage" "StorageRoom" "Seen" "Bedroom" 1 "P09" "Novel" "Seen" 1 1 0 0 "Old" 6 5 "Late" "High"
"Headphones" "StorageRoom" "Familiar" "LivingRoom" 3 "P09" "Novel" "Seen" 1 0 0 0 "Old" 5 5 "Late" "High"
"Paprika" "StorageRoom" "Seen" "Gym" 4 "P09" "Novel" "Seen" 1 1 0 0 "Old" 4 5 "Late" "High"
"SaltSub" "StorageRoom" "Seen" "StorageRoom" 1 "P09" "Novel" "Seen" 1 1 0 1 "Old" 1 5 "Early" "High"
"Typewriter" "StorageRoom" "Seen" "Bedroom" 3 "P09" "Novel" "Seen" 1 1 0 0 "Old" 2 5 "Early" "High"
"Avocado" "Bedroom" "Seen" "Bedroom" 4 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 5 1 "Late" "Low"
"MilkCarton" "Bedroom" "Seen" "Bedroom" 2 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 6 1 "Late" "Low"
"MokeExpress" "Bedroom" "New" "None" 1 "P10" "Familiar" "Seen" 0 0 0 0 "Old" 2 1 "Early" "Low"
"Muffin" "Bedroom" "Seen" "Bedroom" 2 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 3 1 "Early" "Low"
"Padella" "Bedroom" "Seen" "Bedroom" 4 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 4 1 "Late" "Low"
"Paprika" "Bedroom" "Seen" "Bedroom" 3 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 1 1 "Early" "Low"
"Apple" "Classroom" "Seen" "LivingRoom" 3 "P10" "Familiar" "Seen" 1 1 0 0 "Old" 5 1 "Late" "Low"
"EggBeater" "Classroom" "Seen" "Classroom" 4 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 4 1 "Late" "Low"
"JBLSpeaker" "Classroom" "Seen" "Bedroom" 4 "P10" "Familiar" "Seen" 1 1 0 0 "Old" 1 1 "Early" "Low"
"Kettle" "Classroom" "Familiar" "Classroom" 4 "P10" "Familiar" "Seen" 1 0 0 1 "Old" 3 1 "Early" "Low"
"Openner" "Classroom" "Seen" "StorageRoom" 3 "P10" "Familiar" "Seen" 1 1 0 0 "Old" 2 1 "Early" "Low"
"SaltSub" "Classroom" "Seen" "Classroom" 2 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 6 1 "Late" "Low"
"Calculator" "Gym" "Seen" "Library" 2 "P10" "Familiar" "Seen" 1 1 0 0 "Old" 6 3 "Late" "Low"
"CleaningBucket" "Gym" "Seen" "Gym" 4 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 5 3 "Late" "Low"
"OfficeBin" "Gym" "Seen" "Gym" 1 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 4 3 "Late" "Low"
"PencilSharpener" "Gym" "Seen" "Gym" 2 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 3 3 "Early" "Low"
"Pineapple" "Gym" "Seen" "Gym" 4 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 1 3 "Early" "Low"
"Spoons" "Gym" "Seen" "Library" 1 "P10" "Familiar" "Seen" 1 1 0 0 "Old" 2 3 "Early" "Low"
"HandDrill" "Library" "Seen" "Classroom" 3 "P10" "Novel" "Seen" 1 1 0 0 "Old" 2 5 "Early" "High"
"HTCViveController" "Library" "Seen" "Library" 2 "P10" "Novel" "Seen" 1 1 0 1 "Old" 5 5 "Late" "High"
"Mouse" "Library" "Seen" "Bedroom" 1 "P10" "Novel" "Seen" 1 1 0 0 "Old" 6 5 "Late" "High"
"Squeezer" "Library" "Seen" "Library" 4 "P10" "Novel" "Seen" 1 1 0 1 "Old" 1 5 "Early" "High"
"Stapler" "Library" "Seen" "Library" 2 "P10" "Novel" "Seen" 1 1 0 1 "Old" 3 5 "Early" "High"
"Teacup" "Library" "Familiar" "Library" 1 "P10" "Novel" "Seen" 1 0 0 1 "Old" 4 5 "Late" "High"
"Cabbaage" "LivingRoom" "Seen" "LivingRoom" 2 "P10" "Novel" "Seen" 1 1 0 1 "Old" 1 6 "Early" "High"
"Controller" "LivingRoom" "Seen" "LivingRoom" 2 "P10" "Novel" "Seen" 1 1 0 1 "Old" 2 6 "Early" "High"
"Grape" "LivingRoom" "Seen" "Bedroom" 4 "P10" "Novel" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"MechanicalGloves" "LivingRoom" "Familiar" "LivingRoom" 3 "P10" "Novel" "Seen" 1 0 0 1 "Old" 3 6 "Early" "High"
"Mushroom" "LivingRoom" "Familiar" "LivingRoom" 4 "P10" "Novel" "Seen" 1 0 0 1 "Old" 4 6 "Late" "High"
"RugbyBall" "LivingRoom" "Seen" "LivingRoom" 2 "P10" "Novel" "Seen" 1 1 0 1 "Old" 6 6 "Late" "High"
"BaseballBat" "StorageRoom" "Familiar" "LivingRoom" 3 "P10" "Novel" "Seen" 1 0 0 0 "Old" 3 7 "Early" "High"
"Headphones" "StorageRoom" "Seen" "StorageRoom" 4 "P10" "Novel" "Seen" 1 1 0 1 "Old" 6 7 "Late" "High"
"NikonCamera" "StorageRoom" "Seen" "StorageRoom" 4 "P10" "Novel" "Seen" 1 1 0 1 "Old" 5 7 "Late" "High"
"PiggyBank" "StorageRoom" "Seen" "StorageRoom" 2 "P10" "Novel" "Seen" 1 1 0 1 "Old" 1 7 "Early" "High"
"Toaster" "StorageRoom" "Seen" "StorageRoom" 2 "P10" "Novel" "Seen" 1 1 0 1 "Old" 2 7 "Early" "High"
"Typewriter" "StorageRoom" "Seen" "StorageRoom" 2 "P10" "Novel" "Seen" 1 1 0 1 "Old" 4 7 "Late" "High"
"Avocado" "Bedroom" "Seen" "Gym" 2 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 5 4 "Late" "Low"
"Calculator" "Bedroom" "Seen" "Classroom" 1 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 6 4 "Late" "Low"
"Headphones" "Bedroom" "Seen" "Gym" 1 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 1 4 "Early" "Low"
"Mouse" "Bedroom" "Seen" "StorageRoom" 2 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 3 4 "Early" "Low"
"Padella" "Bedroom" "Seen" "LivingRoom" 1 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 4 4 "Late" "Low"
"Typewriter" "Bedroom" "Seen" "Bedroom" 1 "P11" "Familiar" "Seen" 1 1 0 1 "Old" 2 4 "Early" "Low"
"EggBeater" "Classroom" "Seen" "Classroom" 1 "P11" "Familiar" "Seen" 1 1 0 1 "Old" 4 5 "Late" "High"
"HandDrill" "Classroom" "Seen" "Classroom" 2 "P11" "Familiar" "Seen" 1 1 0 1 "Old" 2 5 "Early" "High"
"PiggyBank" "Classroom" "New" "None" 3 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 5 5 "Late" "High"
"Spoons" "Classroom" "New" "None" 2 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 1 5 "Early" "High"
"Teacup" "Classroom" "Seen" "LivingRoom" 1 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 3 5 "Early" "High"
"HTCViveController" "Gym" "Seen" "Gym" 3 "P11" "Familiar" "Seen" 1 1 0 1 "Old" 4 7 "Late" "High"
"MechanicalGloves" "Gym" "Seen" "LivingRoom" 4 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 3 7 "Early" "High"
"Mushroom" "Gym" "Seen" "Bedroom" 2 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 2 7 "Early" "High"
"PencilSharpener" "Gym" "New" "None" 3 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 5 7 "Late" "High"
"Squeezer" "Gym" "Seen" "LivingRoom" 2 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 6 7 "Late" "High"
"Toaster" "Gym" "Seen" "Gym" 4 "P11" "Familiar" "Seen" 1 1 0 1 "Old" 1 7 "Early" "High"
"Cabbaage" "Library" "Seen" "Bedroom" 4 "P11" "Novel" "Seen" 1 1 0 0 "Old" 3 4 "Early" "Low"
"Grape" "Library" "Seen" "Library" 1 "P11" "Novel" "Seen" 1 1 0 1 "Old" 1 4 "Early" "Low"
"JBLSpeaker" "Library" "Seen" "Classroom" 4 "P11" "Novel" "Seen" 1 1 0 0 "Old" 6 4 "Late" "Low"
"MokeExpress" "Library" "Seen" "Library" 4 "P11" "Novel" "Seen" 1 1 0 1 "Old" 5 4 "Late" "Low"
"Muffin" "Library" "Seen" "Bedroom" 4 "P11" "Novel" "Seen" 1 1 0 0 "Old" 2 4 "Early" "Low"
"NikonCamera" "Library" "Seen" "Library" 4 "P11" "Novel" "Seen" 1 1 0 1 "Old" 4 4 "Late" "Low"
"OfficeBin" "LivingRoom" "New" "None" 1 "P11" "Novel" "Seen" 0 0 0 0 "Old" 4 6 "Late" "High"
"Paprika" "LivingRoom" "Seen" "None" 4 "P11" "Novel" "Seen" 1 1 0 0 "Old" 2 6 "Early" "High"
"RugbyBall" "LivingRoom" "New" "None" 4 "P11" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"SaltSub" "LivingRoom" "Seen" "Gym" 1 "P11" "Novel" "Seen" 1 1 0 0 "Old" 3 6 "Early" "High"
"Stapler" "LivingRoom" "Seen" "LivingRoom" 4 "P11" "Novel" "Seen" 1 1 0 1 "Old" 1 6 "Early" "High"
"BaseballBat" "StorageRoom" "Seen" "Bedroom" 3 "P11" "Novel" "Seen" 1 1 0 0 "Old" 5 4 "Late" "Low"
"CleaningBucket" "StorageRoom" "New" "None" 4 "P11" "Novel" "Seen" 0 0 0 0 "Old" 1 4 "Early" "Low"
"Controller" "StorageRoom" "Seen" "Gym" 2 "P11" "Novel" "Seen" 1 1 0 0 "Old" 2 4 "Early" "Low"
"Kettle" "StorageRoom" "Seen" "Gym" 2 "P11" "Novel" "Seen" 1 1 0 0 "Old" 6 4 "Late" "Low"
"MilkCarton" "StorageRoom" "Seen" "Bedroom" 3 "P11" "Novel" "Seen" 1 1 0 0 "Old" 3 4 "Early" "Low"
"Openner" "StorageRoom" "Seen" "StorageRoom" 4 "P11" "Novel" "Seen" 1 1 0 1 "Old" 4 4 "Late" "Low"
"Apple" "Bedroom" "Seen" "Bedroom" 2 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 4 1 "Late" "Low"
"Calculator" "Bedroom" "Familiar" "LivingRoom" 1 "P12" "Familiar" "Seen" 1 0 0 0 "Old" 1 1 "Early" "Low"
"Grape" "Bedroom" "Seen" "Bedroom" 4 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 5 1 "Late" "Low"
"MilkCarton" "Bedroom" "Seen" "Bedroom" 3 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 6 1 "Late" "Low"
"MokeExpress" "Bedroom" "Seen" "LivingRoom" 2 "P12" "Familiar" "Seen" 1 1 0 0 "Old" 3 1 "Early" "Low"
"NikonCamera" "Bedroom" "Seen" "Bedroom" 2 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 2 1 "Early" "Low"
"BaseballBat" "Classroom" "Seen" "Gym" 4 "P12" "Familiar" "Seen" 1 1 0 0 "Old" 4 1 "Late" "Low"
"Controller" "Classroom" "Seen" "Classroom" 2 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 1 1 "Early" "Low"
"Padella" "Classroom" "Familiar" "StorageRoom" 3 "P12" "Familiar" "Seen" 1 0 0 0 "Old" 3 1 "Early" "Low"
"RugbyBall" "Classroom" "Seen" "Gym" 1 "P12" "Familiar" "Seen" 1 1 0 0 "Old" 2 1 "Early" "Low"
"Spoons" "Classroom" "New" "None" 3 "P12" "Familiar" "Seen" 0 0 0 0 "Old" 5 1 "Late" "Low"
"Stapler" "Classroom" "Seen" "Classroom" 3 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 6 1 "Late" "Low"
"HandDrill" "Gym" "Familiar" "Gym" 1 "P12" "Familiar" "Seen" 1 0 0 1 "Old" 6 1 "Late" "Low"
"Headphones" "Gym" "New" "None" 3 "P12" "Familiar" "Seen" 0 0 0 0 "Old" 4 1 "Late" "Low"
"JBLSpeaker" "Gym" "Seen" "Gym" 3 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 5 1 "Late" "Low"
"Mushroom" "Gym" "Seen" "Gym" 4 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 2 1 "Early" "Low"
"PencilSharpener" "Gym" "Seen" "LivingRoom" 1 "P12" "Familiar" "Seen" 1 1 0 0 "Old" 3 1 "Early" "Low"
"Typewriter" "Gym" "Seen" "Gym" 3 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 1 1 "Early" "Low"
"Avocado" "Library" "Familiar" "Classroom" 2 "P12" "Novel" "Seen" 1 0 0 0 "Old" 5 7 "Late" "High"
"Kettle" "Library" "Seen" "StorageRoom" 3 "P12" "Novel" "Seen" 1 1 0 0 "Old" 1 7 "Early" "High"
"Mouse" "Library" "Seen" "Library" 2 "P12" "Novel" "Seen" 1 1 0 1 "Old" 2 7 "Early" "High"
"Pineapple" "Library" "Seen" "Library" 1 "P12" "Novel" "Seen" 1 1 0 1 "Old" 4 7 "Late" "High"
