"Object" "Context" "ObjectResponse" "ContextResponse" "ChoiceNo" "SubjectNo" "Group" "CorrObjResp" "Accuracy" "SeenHit" "FalseSeenHit" "ContextAccuracy" "ObjectType" "ItemOrder" "CuriosityRating" "ItemOrderType" "CuriosityRatingType"
"EggBeater" "LivingRoom" "New" "None" 2 "P06" "Novel" "Seen" 0 0 0 0 "Old" 2 6 "Early" "High"
"HandDrill" "LivingRoom" "New" "None" 1 "P06" "Novel" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"HTCViveController" "LivingRoom" "New" "None" 4 "P06" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"Stapler" "LivingRoom" "Seen" "StorageRoom" 2 "P06" "Novel" "Seen" 1 1 0 0 "Old" 4 6 "Late" "High"
"Avocado" "StorageRoom" "New" "StorageRoom" 4 "P06" "Novel" "Seen" 0 0 0 1 "Old" 5 6 "Late" "High"
"CleaningBucket" "StorageRoom" "Familiar" "StorageRoom" 4 "P06" "Novel" "Seen" 1 0 0 1 "Old" 6 6 "Late" "High"
"JBLSpeaker" "StorageRoom" "New" "None" 2 "P06" "Novel" "Seen" 0 0 0 0 "Old" 4 6 "Late" "High"
"Squeezer" "StorageRoom" "Familiar" "Library" 4 "P06" "Novel" "Seen" 1 0 0 0 "Old" 1 6 "Early" "High"
"Teacup" "StorageRoom" "Familiar" "LivingRoom" 2 "P06" "Novel" "Seen" 1 0 0 0 "Old" 2 6 "Early" "High"
"MokeExpress" "StorageRoom" "New" "None" 2 "P06" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"DeskLight" "Bedroom" "Familiar" "StorageRoom" 4 "P07" "Familiar" "Seen" 1 0 0 0 "Old" 2 5 "Early" "High"
"FireExtinguisher" "Bedroom" "Familiar" "Gym" 2 "P07" "Familiar" "Seen" 1 0 0 0 "Old" 1 5 "Early" "High"
"HTCVive" "Bedroom" "New" "None" 1 "P07" "Familiar" "Seen" 0 0 0 0 "Old" 3 5 "Early" "High"
"Jug" "Bedroom" "Seen" "Bedroom" 4 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 5 5 "Late" "High"
"Official hat" "Bedroom" "Familiar" "Bedroom" 2 "P07" "Familiar" "Seen" 1 0 0 1 "Old" 4 5 "Late" "High"
"RockingHorse" "Bedroom" "Familiar" "None" 2 "P07" "Familiar" "Seen" 1 0 0 0 "Old" 6 5 "Late" "High"
"Canister" "Classroom" "Seen" "Gym" 4 "P07" "Familiar" "Seen" 1 1 0 0 "Old" 6 5 "Late" "High"
"Hammer" "Classroom" "Familiar" "StorageRoom" 1 "P07" "Familiar" "Seen" 1 0 0 0 "Old" 2 5 "Early" "High"
"Matrioshka" "Classroom" "Familiar" "StorageRoom" 4 "P07" "Familiar" "Seen" 1 0 0 0 "Old" 1 5 "Early" "High"
"StrawberryDonut" "Classroom" "New" "None" 2 "P07" "Familiar" "Seen" 0 0 0 0 "Old" 5 5 "Late" "High"
"TennisBall" "Classroom" "Familiar" "Classroom" 2 "P07" "Familiar" "Seen" 1 0 0 1 "Old" 4 5 "Late" "High"
"WineBottle" "Classroom" "Familiar" "None" 4 "P07" "Familiar" "Seen" 1 0 0 0 "Old" 3 5 "Early" "High"
"Basket" "Gym" "Familiar" "Library" 1 "P07" "Familiar" "Seen" 1 0 0 0 "Old" 3 6 "Early" "High"
"CoffeeMachine" "Gym" "New" "None" 2 "P07" "Familiar" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"Pumpkin" "Gym" "Seen" "Gym" 4 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 1 6 "Early" "High"
"Router" "Gym" "Familiar" "StorageRoom" 4 "P07" "Familiar" "Seen" 1 0 0 0 "Old" 5 6 "Late" "High"
"ShowerHead" "Gym" "New" "None" 3 "P07" "Familiar" "Seen" 0 0 0 0 "Old" 4 6 "Late" "High"
"UGGboot" "Gym" "Seen" "Gym" 3 "P07" "Familiar" "Seen" 1 1 0 1 "Old" 2 6 "Early" "High"
"Bread" "Library" "Seen" "Library" 4 "P07" "Novel" "Seen" 1 1 0 1 "Old" 6 6 "Late" "High"
"CinRoll" "Library" "Familiar" "Library" 4 "P07" "Novel" "Seen" 1 0 0 1 "Old" 4 6 "Late" "High"
"FirstAidKit" "Library" "Familiar" "Classroom" 1 "P07" "Novel" "Seen" 1 0 0 0 "Old" 2 6 "Early" "High"
"NailScissors" "Library" "New" "None" 4 "P07" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"OldRadio" "Library" "New" "None" 4 "P07" "Novel" "Seen" 0 0 0 0 "Old" 1 6 "Early" "High"
"PaperCoffeeCup" "Library" "Seen" "Library" 1 "P07" "Novel" "Seen" 1 1 0 1 "Old" 5 6 "Late" "High"
"CokeCan" "StorageRoom" "Seen" "Library" 4 "P07" "Novel" "Seen" 1 1 0 0 "Old" 4 6 "Late" "High"
"Laptop" "StorageRoom" "Seen" "Bedroom" 1 "P07" "Novel" "Seen" 1 1 0 0 "Old" 1 6 "Early" "High"
"Microphone" "StorageRoom" "New" "None" 3 "P07" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"MosquitoRacket" "StorageRoom" "New" "None" 4 "P07" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"Recorder" "StorageRoom" "New" "None" 2 "P07" "Novel" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"Toothpaste" "StorageRoom" "Familiar" "StorageRoom" 4 "P07" "Novel" "Seen" 1 0 0 1 "Old" 2 6 "Early" "High"
"DeskLight" "Bedroom" "Seen" "Bedroom" 1 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 2 6 "Early" "High"
"FireExtinguisher" "Bedroom" "Seen" "Gym" 2 "P08" "Familiar" "Seen" 1 1 0 0 "Old" 1 6 "Early" "High"
"HTCVive" "Bedroom" "New" "None" 1 "P08" "Familiar" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"Jug" "Bedroom" "Seen" "Library" 1 "P08" "Familiar" "Seen" 1 1 0 0 "Old" 5 6 "Late" "High"
"Official hat" "Bedroom" "Seen" "Gym" 4 "P08" "Familiar" "Seen" 1 1 0 0 "Old" 4 6 "Late" "High"
"RockingHorse" "Bedroom" "Seen" "Bedroom" 4 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 6 6 "Late" "High"
"Canister" "Classroom" "Seen" "Classroom" 2 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 6 3 "Late" "Low"
"Hammer" "Classroom" "New" "None" 4 "P08" "Familiar" "Seen" 0 0 0 0 "Old" 2 3 "Early" "Low"
"Matrioshka" "Classroom" "Seen" "StorageRoom" 4 "P08" "Familiar" "Seen" 1 1 0 0 "Old" 1 3 "Early" "Low"
"StrawberryDonut" "Classroom" "Seen" "Classroom" 4 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 5 3 "Late" "Low"
"TennisBall" "Classroom" "New" "None" 3 "P08" "Familiar" "Seen" 0 0 0 0 "Old" 4 3 "Late" "Low"
"WineBottle" "Classroom" "New" "None" 4 "P08" "Familiar" "Seen" 0 0 0 0 "Old" 3 3 "Early" "Low"
"Basket" "Gym" "Familiar" "LivingRoom" 3 "P08" "Familiar" "Seen" 1 0 0 0 "Old" 3 1 "Early" "Low"
"CoffeeMachine" "Gym" "New" "None" 2 "P08" "Familiar" "Seen" 0 0 0 0 "Old" 6 1 "Late" "Low"
"Pumpkin" "Gym" "Seen" "Gym" 4 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 1 1 "Early" "Low"
"Router" "Gym" "Seen" "Gym" 3 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 5 1 "Late" "Low"
"ShowerHead" "Gym" "Seen" "Gym" 2 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 4 1 "Late" "Low"
"UGGboot" "Gym" "Seen" "Gym" 3 "P08" "Familiar" "Seen" 1 1 0 1 "Old" 2 1 "Early" "Low"
"Bread" "Library" "Seen" "StorageRoom" 2 "P08" "Novel" "Seen" 1 1 0 0 "Old" 6 5 "Late" "High"
"CinRoll" "Library" "Seen" "Classroom" 2 "P08" "Novel" "Seen" 1 1 0 0 "Old" 4 5 "Late" "High"
"FirstAidKit" "Library" "Seen" "Library" 2 "P08" "Novel" "Seen" 1 1 0 1 "Old" 2 5 "Early" "High"
"NailScissors" "Library" "Familiar" "Library" 1 "P08" "Novel" "Seen" 1 0 0 1 "Old" 3 5 "Early" "High"
"OldRadio" "Library" "Seen" "Library" 3 "P08" "Novel" "Seen" 1 1 0 1 "Old" 1 5 "Early" "High"
"PaperCoffeeCup" "Library" "Seen" "Library" 1 "P08" "Novel" "Seen" 1 1 0 1 "Old" 5 5 "Late" "High"
"BallonDog" "LivingRoom" "Seen" "Library" 1 "P08" "Novel" "Seen" 1 1 0 0 "Old" 1 6 "Early" "High"
"Chaynik" "LivingRoom" "New" "None" 3 "P08" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"Clamps" "LivingRoom" "New" "None" 3 "P08" "Novel" "Seen" 0 0 0 0 "Old" 6 6 "Late" "High"
"Glasses" "LivingRoom" "New" "None" 3 "P08" "Novel" "Seen" 0 0 0 0 "Old" 2 6 "Early" "High"
"MobilePhone" "LivingRoom" "New" "None" 1 "P08" "Novel" "Seen" 0 0 0 0 "Old" 4 6 "Late" "High"
"Pinza" "LivingRoom" "New" "None" 2 "P08" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"CokeCan" "StorageRoom" "Familiar" "Classroom" 2 "P08" "Novel" "Seen" 1 0 0 0 "Old" 4 3 "Late" "Low"
"Laptop" "StorageRoom" "Seen" "Bedroom" 1 "P08" "Novel" "Seen" 1 1 0 0 "Old" 1 3 "Early" "Low"
"Microphone" "StorageRoom" "Seen" "StorageRoom" 2 "P08" "Novel" "Seen" 1 1 0 1 "Old" 3 3 "Early" "Low"
"MosquitoRacket" "StorageRoom" "Familiar" "StorageRoom" 1 "P08" "Novel" "Seen" 1 0 0 1 "Old" 5 3 "Late" "Low"
"Recorder" "StorageRoom" "New" "None" 2 "P08" "Novel" "Seen" 0 0 0 0 "Old" 6 3 "Late" "Low"
"Toothpaste" "StorageRoom" "Seen" "Gym" 1 "P08" "Novel" "Seen" 1 1 0 0 "Old" 2 3 "Early" "Low"
"DeskLight" "Bedroom" "Familiar" "Bedroom" 1 "P09" "Familiar" "Seen" 1 0 0 1 "Old" 2 3 "Early" "Low"
"FireExtinguisher" "Bedroom" "Familiar" "LivingRoom" 3 "P09" "Familiar" "Seen" 1 0 0 0 "Old" 1 3 "Early" "Low"
"HTCVive" "Bedroom" "Seen" "None" 1 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 3 3 "Early" "Low"
"Jug" "Bedroom" "Seen" "Bedroom" 4 "P09" "Familiar" "Seen" 1 1 0 1 "Old" 5 3 "Late" "Low"
"Official hat" "Bedroom" "Seen" "Bedroom" 2 "P09" "Familiar" "Seen" 1 1 0 1 "Old" 4 3 "Late" "Low"
"RockingHorse" "Bedroom" "Seen" "Gym" 3 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 6 3 "Late" "Low"
"Canister" "Classroom" "New" "None" 3 "P09" "Familiar" "Seen" 0 0 0 0 "Old" 6 3 "Late" "Low"
"Hammer" "Classroom" "Familiar" "None" 4 "P09" "Familiar" "Seen" 1 0 0 0 "Old" 2 3 "Early" "Low"
"Matrioshka" "Classroom" "Seen" "Library" 1 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 1 3 "Early" "Low"
"StrawberryDonut" "Classroom" "Seen" "Classroom" 4 "P09" "Familiar" "Seen" 1 1 0 1 "Old" 5 3 "Late" "Low"
"TennisBall" "Classroom" "Seen" "StorageRoom" 4 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 4 3 "Late" "Low"
"WineBottle" "Classroom" "Familiar" "Classroom" 1 "P09" "Familiar" "Seen" 1 0 0 1 "Old" 3 3 "Early" "Low"
"Basket" "Gym" "Seen" "None" 4 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 3 3 "Early" "Low"
"CoffeeMachine" "Gym" "Seen" "StorageRoom" 1 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 6 3 "Late" "Low"
"Pumpkin" "Gym" "Seen" "Gym" 4 "P09" "Familiar" "Seen" 1 1 0 1 "Old" 1 3 "Early" "Low"
"Router" "Gym" "Seen" "Gym" 3 "P09" "Familiar" "Seen" 1 1 0 1 "Old" 5 3 "Late" "Low"
"ShowerHead" "Gym" "Familiar" "None" 3 "P09" "Familiar" "Seen" 1 0 0 0 "Old" 4 3 "Late" "Low"
"UGGboot" "Gym" "Seen" "Library" 1 "P09" "Familiar" "Seen" 1 1 0 0 "Old" 2 3 "Early" "Low"
"Bread" "Library" "Seen" "Library" 4 "P09" "Novel" "Seen" 1 1 0 1 "Old" 6 5 "Late" "High"
"CinRoll" "Library" "Seen" "Classroom" 2 "P09" "Novel" "Seen" 1 1 0 0 "Old" 4 5 "Late" "High"
"FirstAidKit" "Library" "Familiar" "None" 4 "P09" "Novel" "Seen" 1 0 0 0 "Old" 2 5 "Early" "High"
"NailScissors" "Library" "New" "None" 4 "P09" "Novel" "Seen" 0 0 0 0 "Old" 3 5 "Early" "High"
"OldRadio" "Library" "New" "None" 4 "P09" "Novel" "Seen" 0 0 0 0 "Old" 1 5 "Early" "High"
"PaperCoffeeCup" "Library" "Seen" "None" 2 "P09" "Novel" "Seen" 1 1 0 0 "Old" 5 5 "Late" "High"
"BallonDog" "LivingRoom" "Seen" "Library" 1 "P09" "Novel" "Seen" 1 1 0 0 "Old" 1 5 "Early" "High"
"Chaynik" "LivingRoom" "New" "None" 3 "P09" "Novel" "Seen" 0 0 0 0 "Old" 3 5 "Early" "High"
"Clamps" "LivingRoom" "Familiar" "Gym" 4 "P09" "Novel" "Seen" 1 0 0 0 "Old" 6 5 "Late" "High"
"Glasses" "LivingRoom" "Familiar" "None" 3 "P09" "Novel" "Seen" 1 0 0 0 "Old" 2 5 "Early" "High"
"MobilePhone" "LivingRoom" "Seen" "StorageRoom" 4 "P09" "Novel" "Seen" 1 1 0 0 "Old" 4 5 "Late" "High"
"Pinza" "LivingRoom" "Familiar" "None" 2 "P09" "Novel" "Seen" 1 0 0 0 "Old" 5 5 "Late" "High"
"CokeCan" "StorageRoom" "Seen" "StorageRoom" 3 "P09" "Novel" "Seen" 1 1 0 1 "Old" 4 5 "Late" "High"
"Laptop" "StorageRoom" "Seen" "StorageRoom" 2 "P09" "Novel" "Seen" 1 1 0 1 "Old" 1 5 "Early" "High"
"Microphone" "StorageRoom" "Familiar" "Gym" 4 "P09" "Novel" "Seen" 1 0 0 0 "Old" 3 5 "Early" "High"
"MosquitoRacket" "StorageRoom" "Familiar" "None" 4 "P09" "Novel" "Seen" 1 0 0 0 "Old" 5 5 "Late" "High"
"Recorder" "StorageRoom" "New" "None" 2 "P09" "Novel" "Seen" 0 0 0 0 "Old" 6 5 "Late" "High"
"Toothpaste" "StorageRoom" "Seen" "StorageRoom" 4 "P09" "Novel" "Seen" 1 1 0 1 "Old" 2 5 "Early" "High"
"BallonDog" "Bedroom" "Seen" "Library" 3 "P10" "Familiar" "Seen" 1 1 0 0 "Old" 6 1 "Late" "Low"
"NailScissors" "Bedroom" "Seen" "StorageRoom" 4 "P10" "Familiar" "Seen" 1 1 0 0 "Old" 2 1 "Early" "Low"
"OldRadio" "Bedroom" "New" "None" 3 "P10" "Familiar" "Seen" 0 0 0 0 "Old" 1 1 "Early" "Low"
"Pinza" "Bedroom" "Familiar" "LivingRoom" 1 "P10" "Familiar" "Seen" 1 0 0 0 "Old" 5 1 "Late" "Low"
"Pumpkin" "Bedroom" "Seen" "Gym" 3 "P10" "Familiar" "Seen" 1 1 0 0 "Old" 4 1 "Late" "Low"
"Recorder" "Bedroom" "New" "None" 3 "P10" "Familiar" "Seen" 0 0 0 0 "Old" 3 1 "Early" "Low"
"Basket" "Classroom" "Familiar" "Bedroom" 1 "P10" "Familiar" "Seen" 1 0 0 0 "Old" 3 1 "Early" "Low"
"Canister" "Classroom" "Seen" "Classroom" 1 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 5 1 "Late" "Low"
"FirstAidKit" "Classroom" "Familiar" "LivingRoom" 3 "P10" "Familiar" "Seen" 1 0 0 0 "Old" 4 1 "Late" "Low"
"MosquitoRacket" "Classroom" "Seen" "Gym" 1 "P10" "Familiar" "Seen" 1 1 0 0 "Old" 2 1 "Early" "Low"
"Toothpaste" "Classroom" "Seen" "LivingRoom" 2 "P10" "Familiar" "Seen" 1 1 0 0 "Old" 1 1 "Early" "Low"
"WineBottle" "Classroom" "Familiar" "Library" 1 "P10" "Familiar" "Seen" 1 0 0 0 "Old" 6 1 "Late" "Low"
"CinRoll" "Gym" "Seen" "Gym" 2 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 2 3 "Early" "Low"
"CoffeeMachine" "Gym" "Seen" "Gym" 2 "P10" "Familiar" "Seen" 1 1 0 1 "Old" 3 3 "Early" "Low"
"Glasses" "Gym" "Familiar" "Classroom" 3 "P10" "Familiar" "Seen" 1 0 0 0 "Old" 4 3 "Late" "Low"
"Hammer" "Gym" "Familiar" "Classroom" 3 "P10" "Familiar" "Seen" 1 0 0 0 "Old" 6 3 "Late" "Low"
"MobilePhone" "Gym" "New" "None" 4 "P10" "Familiar" "Seen" 0 0 0 0 "Old" 5 3 "Late" "Low"
"TennisBall" "Gym" "Familiar" "Gym" 4 "P10" "Familiar" "Seen" 1 0 0 1 "Old" 1 3 "Early" "Low"
"Bread" "Library" "Familiar" "Gym" 3 "P10" "Novel" "Seen" 1 0 0 0 "Old" 2 5 "Early" "High"
"Jug" "Library" "Familiar" "Library" 2 "P10" "Novel" "Seen" 1 0 0 1 "Old" 3 5 "Early" "High"
"Matrioshka" "Library" "Seen" "StorageRoom" 1 "P10" "Novel" "Seen" 1 1 0 0 "Old" 5 5 "Late" "High"
"ShowerHead" "Library" "New" "None" 1 "P10" "Novel" "Seen" 0 0 0 0 "Old" 1 5 "Early" "High"
"StrawberryDonut" "Library" "Seen" "StorageRoom" 2 "P10" "Novel" "Seen" 1 1 0 0 "Old" 6 5 "Late" "High"
"UGGboot" "Library" "Seen" "Library" 1 "P10" "Novel" "Seen" 1 1 0 1 "Old" 4 5 "Late" "High"
"Chaynik" "LivingRoom" "New" "None" 1 "P10" "Novel" "Seen" 0 0 0 0 "Old" 1 6 "Early" "High"
"Clamps" "LivingRoom" "Seen" "Gym" 4 "P10" "Novel" "Seen" 1 1 0 0 "Old" 6 6 "Late" "High"
"CokeCan" "LivingRoom" "New" "None" 2 "P10" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"FireExtinguisher" "LivingRoom" "Familiar" "LivingRoom" 4 "P10" "Novel" "Seen" 1 0 0 1 "Old" 3 6 "Early" "High"
"RockingHorse" "LivingRoom" "Seen" "Classroom" 2 "P10" "Novel" "Seen" 1 1 0 0 "Old" 4 6 "Late" "High"
"Router" "LivingRoom" "Seen" "Bedroom" 1 "P10" "Novel" "Seen" 1 1 0 0 "Old" 2 6 "Early" "High"
"DeskLight" "StorageRoom" "New" "None" 3 "P10" "Novel" "Seen" 0 0 0 0 "Old" 3 7 "Early" "High"
"HTCVive" "StorageRoom" "New" "None" 4 "P10" "Novel" "Seen" 0 0 0 0 "Old" 5 7 "Late" "High"
"Laptop" "StorageRoom" "New" "None" 1 "P10" "Novel" "Seen" 0 0 0 0 "Old" 1 7 "Early" "High"
"Microphone" "StorageRoom" "Seen" "Gym" 1 "P10" "Novel" "Seen" 1 1 0 0 "Old" 6 7 "Late" "High"
"Official hat" "StorageRoom" "New" "None" 3 "P10" "Novel" "Seen" 0 0 0 0 "Old" 4 7 "Late" "High"
"PaperCoffeeCup" "StorageRoom" "New" "None" 3 "P10" "Novel" "Seen" 0 0 0 0 "Old" 2 7 "Early" "High"
"Hammer" "Bedroom" "Seen" "Bedroom" 1 "P11" "Familiar" "Seen" 1 1 0 1 "Old" 4 4 "Late" "Low"
"Laptop" "Bedroom" "Seen" "Gym" 1 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 3 4 "Early" "Low"
"Microphone" "Bedroom" "Seen" "StorageRoom" 1 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 1 4 "Early" "Low"
"OldRadio" "Bedroom" "Seen" "Bedroom" 4 "P11" "Familiar" "Seen" 1 1 0 1 "Old" 5 4 "Late" "Low"
"Pumpkin" "Bedroom" "Seen" "Bedroom" 1 "P11" "Familiar" "Seen" 1 1 0 1 "Old" 6 4 "Late" "Low"
"UGGboot" "Bedroom" "Seen" "Bedroom" 2 "P11" "Familiar" "Seen" 1 1 0 1 "Old" 2 4 "Early" "Low"
"Bread" "Classroom" "New" "None" 2 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 3 5 "Early" "High"
"FirstAidKit" "Classroom" "New" "None" 3 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 4 5 "Late" "High"
"Glasses" "Classroom" "Seen" "Classroom" 4 "P11" "Familiar" "Seen" 1 1 0 1 "Old" 2 5 "Early" "High"
"Jug" "Classroom" "New" "None" 2 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 1 5 "Early" "High"
"MosquitoRacket" "Classroom" "New" "None" 1 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 5 5 "Late" "High"
"Official hat" "Classroom" "Seen" "Gym" 1 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 6 5 "Late" "High"
"Clamps" "Gym" "Seen" "Library" 3 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 1 7 "Early" "High"
"FireExtinguisher" "Gym" "Seen" "Classroom" 1 "P11" "Familiar" "Seen" 1 1 0 0 "Old" 5 7 "Late" "High"
"HTCVive" "Gym" "New" "None" 2 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 2 7 "Early" "High"
"Matrioshka" "Gym" "New" "None" 2 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 4 7 "Late" "High"
"MobilePhone" "Gym" "New" "None" 1 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 3 7 "Early" "High"
"StrawberryDonut" "Gym" "New" "None" 2 "P11" "Familiar" "Seen" 0 0 0 0 "Old" 6 7 "Late" "High"
"Basket" "Library" "Familiar" "Gym" 1 "P11" "Novel" "Seen" 1 0 0 0 "Old" 1 4 "Early" "Low"
"CokeCan" "Library" "Seen" "StorageRoom" 2 "P11" "Novel" "Seen" 1 1 0 0 "Old" 2 4 "Early" "Low"
"NailScissors" "Library" "Seen" "StorageRoom" 3 "P11" "Novel" "Seen" 1 1 0 0 "Old" 5 4 "Late" "Low"
"PaperCoffeeCup" "Library" "Seen" "Gym" 3 "P11" "Novel" "Seen" 1 1 0 0 "Old" 4 4 "Late" "Low"
"Pinza" "Library" "Seen" "StorageRoom" 2 "P11" "Novel" "Seen" 1 1 0 0 "Old" 6 4 "Late" "Low"
"RockingHorse" "Library" "New" "None" 3 "P11" "Novel" "Seen" 0 0 0 0 "Old" 3 4 "Early" "Low"
"Chaynik" "LivingRoom" "New" "None" 2 "P11" "Novel" "Seen" 0 0 0 0 "Old" 1 6 "Early" "High"
"CoffeeMachine" "LivingRoom" "New" "None" 4 "P11" "Novel" "Seen" 0 0 0 0 "Old" 5 6 "Late" "High"
"Recorder" "LivingRoom" "Familiar" "Bedroom" 3 "P11" "Novel" "Seen" 1 0 0 0 "Old" 4 6 "Late" "High"
"ShowerHead" "LivingRoom" "Familiar" "LivingRoom" 2 "P11" "Novel" "Seen" 1 0 0 1 "Old" 6 6 "Late" "High"
"TennisBall" "LivingRoom" "New" "None" 1 "P11" "Novel" "Seen" 0 0 0 0 "Old" 3 6 "Early" "High"
"Toothpaste" "LivingRoom" "New" "None" 2 "P11" "Novel" "Seen" 0 0 0 0 "Old" 2 6 "Early" "High"
"BallonDog" "StorageRoom" "Seen" "Classroom" 4 "P11" "Novel" "Seen" 1 1 0 0 "Old" 5 4 "Late" "Low"
"Canister" "StorageRoom" "New" "None" 2 "P11" "Novel" "Seen" 0 0 0 0 "Old" 2 4 "Early" "Low"
"CinRoll" "StorageRoom" "New" "None" 1 "P11" "Novel" "Seen" 0 0 0 0 "Old" 6 4 "Late" "Low"
"DeskLight" "StorageRoom" "Seen" "Gym" 4 "P11" "Novel" "Seen" 1 1 0 0 "Old" 3 4 "Early" "Low"
"Router" "StorageRoom" "Seen" "StorageRoom" 3 "P11" "Novel" "Seen" 1 1 0 1 "Old" 4 4 "Late" "Low"
"WineBottle" "StorageRoom" "Seen" "LivingRoom" 4 "P11" "Novel" "Seen" 1 1 0 0 "Old" 1 4 "Early" "Low"
"BallonDog" "Bedroom" "Seen" "Bedroom" 1 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 1 1 "Early" "Low"
"Hammer" "Bedroom" "Seen" "Classroom" 1 "P12" "Familiar" "Seen" 1 1 0 0 "Old" 4 1 "Late" "Low"
"MosquitoRacket" "Bedroom" "New" "None" 2 "P12" "Familiar" "Seen" 0 0 0 0 "Old" 3 1 "Early" "Low"
"NailScissors" "Bedroom" "Seen" "Bedroom" 1 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 6 1 "Late" "Low"
"PaperCoffeeCup" "Bedroom" "Seen" "Classroom" 2 "P12" "Familiar" "Seen" 1 1 0 0 "Old" 2 1 "Early" "Low"
"RockingHorse" "Bedroom" "Seen" "LivingRoom" 1 "P12" "Familiar" "Seen" 1 1 0 0 "Old" 5 1 "Late" "Low"
"Chaynik" "Classroom" "New" "None" 2 "P12" "Familiar" "Seen" 0 0 0 0 "Old" 5 1 "Late" "Low"
"DeskLight" "Classroom" "Seen" "Gym" 3 "P12" "Familiar" "Seen" 1 1 0 0 "Old" 2 1 "Early" "Low"
"Glasses" "Classroom" "Seen" "Classroom" 4 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 6 1 "Late" "Low"
"OldRadio" "Classroom" "Familiar" "LivingRoom" 2 "P12" "Familiar" "Seen" 1 0 0 0 "Old" 3 1 "Early" "Low"
"Router" "Classroom" "Seen" "Classroom" 4 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 1 1 "Early" "Low"
"ShowerHead" "Classroom" "New" "None" 2 "P12" "Familiar" "Seen" 0 0 0 0 "Old" 4 1 "Late" "Low"
"Basket" "Gym" "New" "None" 3 "P12" "Familiar" "Seen" 0 0 0 0 "Old" 3 1 "Early" "Low"
"Bread" "Gym" "Familiar" "Library" 4 "P12" "Familiar" "Seen" 1 0 0 0 "Old" 1 1 "Early" "Low"
"Clamps" "Gym" "Seen" "StorageRoom" 4 "P12" "Familiar" "Seen" 1 1 0 0 "Old" 6 1 "Late" "Low"
"Laptop" "Gym" "Seen" "Gym" 3 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 4 1 "Late" "Low"
"Microphone" "Gym" "Seen" "LivingRoom" 3 "P12" "Familiar" "Seen" 1 1 0 0 "Old" 2 1 "Early" "Low"
"MobilePhone" "Gym" "Seen" "Gym" 2 "P12" "Familiar" "Seen" 1 1 0 1 "Old" 5 1 "Late" "Low"
"CoffeeMachine" "Library" "Seen" "Library" 3 "P12" "Novel" "Seen" 1 1 0 1 "Old" 1 7 "Early" "High"
"Jug" "Library" "Familiar" "Bedroom" 3 "P12" "Novel" "Seen" 1 0 0 0 "Old" 2 7 "Early" "High"
"Matrioshka" "Library" "Seen" "Library" 4 "P12" "Novel" "Seen" 1 1 0 1 "Old" 4 7 "Late" "High"
"Pumpkin" "Library" "Seen" "Library" 3 "P12" "Novel" "Seen" 1 1 0 1 "Old" 5 7 "Late" "High"
