"Room" "Item" "Order" "SubjectNo"
"Gym" "Muffin" 5 "P66"
"Gym" "Openner" 6 "P66"
"Library" "Mouse" 1 "P66"
"Library" "Cabbaage" 2 "P66"
"Library" "Avocado" 3 "P66"
"Library" "EggBeater" 4 "P66"
"Library" "RugbyBall" 5 "P66"
"Library" "Pineapple" 6 "P66"
"LivingRoom" "MechanicalGloves" 1 "P66"
"LivingRoom" "Spoons" 2 "P66"
"LivingRoom" "PencilSharpener" 3 "P66"
"LivingRoom" "Teacup" 4 "P66"
"LivingRoom" "Toaster" 5 "P66"
"LivingRoom" "Calculator" 6 "P66"
"StorageRoom" "Mushroom" 1 "P66"
"StorageRoom" "SaltSub" 2 "P66"
"StorageRoom" "Stapler" 3 "P66"
"StorageRoom" "Apple" 4 "P66"
"StorageRoom" "Squeezer" 5 "P66"
"StorageRoom" "Paprika" 6 "P66"
"Bedroom" "MobilePhone" 1 "P67"
"Bedroom" "Pumpkin" 2 "P67"
"Bedroom" "ShowerHead" 3 "P67"
"Bedroom" "Basket" 4 "P67"
"Bedroom" "RockingHorse" 5 "P67"
"Bedroom" "Router" 6 "P67"
"Classroom" "FireExtinguisher" 1 "P67"
"Classroom" "BallonDog" 2 "P67"
"Classroom" "Chaynik" 3 "P67"
"Classroom" "CokeCan" 4 "P67"
"Classroom" "Jug" 5 "P67"
"Classroom" "Toothpaste" 6 "P67"
"Gym" "Canister" 1 "P67"
"Gym" "FirstAidKit" 2 "P67"
"Gym" "PaperCoffeeCup" 3 "P67"
"Gym" "TennisBall" 4 "P67"
"Gym" "HTCVive" 5 "P67"
"Gym" "Bread" 6 "P67"
"Library" "Matrioshka" 1 "P67"
"Library" "WineBottle" 2 "P67"
"Library" "CinRoll" 3 "P67"
"Library" "OldRadio" 4 "P67"
"Library" "StrawberryDonut" 5 "P67"
"Library" "Official hat" 6 "P67"
"LivingRoom" "Clamps" 1 "P67"
"LivingRoom" "CoffeeMachine" 2 "P67"
"LivingRoom" "NailScissors" 3 "P67"
"LivingRoom" "Glasses" 4 "P67"
"LivingRoom" "Recorder" 5 "P67"
"LivingRoom" "Laptop" 6 "P67"
"StorageRoom" "MosquitoRacket" 1 "P67"
"StorageRoom" "Microphone" 2 "P67"
"StorageRoom" "Hammer" 3 "P67"
"StorageRoom" "Pinza" 4 "P67"
"StorageRoom" "DeskLight" 5 "P67"
"StorageRoom" "UGGboot" 6 "P67"
"Bedroom" "Mouse" 1 "P68"
"Bedroom" "JBLSpeaker" 2 "P68"
"Bedroom" "Headphones" 3 "P68"
"Bedroom" "EggBeater" 4 "P68"
"Bedroom" "Paprika" 5 "P68"
"Bedroom" "Stapler" 6 "P68"
"Classroom" "NikonCamera" 1 "P68"
"Classroom" "Calculator" 2 "P68"
"Classroom" "SaltSub" 3 "P68"
"Classroom" "Pineapple" 4 "P68"
"Classroom" "Grape" 5 "P68"
"Classroom" "Muffin" 6 "P68"
"Gym" "MechanicalGloves" 1 "P68"
"Gym" "Squeezer" 2 "P68"
"Gym" "Toaster" 3 "P68"
"Gym" "HTCViveController" 4 "P68"
"Gym" "Mushroom" 5 "P68"
"Gym" "OfficeBin" 6 "P68"
"Library" "MilkCarton" 1 "P68"
"Library" "CleaningBucket" 2 "P68"
"Library" "PiggyBank" 3 "P68"
"Library" "Teacup" 4 "P68"
"Library" "Typewriter" 5 "P68"
"Library" "RugbyBall" 6 "P68"
"LivingRoom" "Avocado" 1 "P68"
"LivingRoom" "Kettle" 2 "P68"
"LivingRoom" "BaseballBat" 3 "P68"
"LivingRoom" "PencilSharpener" 4 "P68"
"LivingRoom" "Cabbaage" 5 "P68"
"LivingRoom" "Spoons" 6 "P68"
"StorageRoom" "Apple" 1 "P68"
"StorageRoom" "Padella" 2 "P68"
"StorageRoom" "Openner" 3 "P68"
"StorageRoom" "MokeExpress" 4 "P68"
"StorageRoom" "HandDrill" 5 "P68"
"StorageRoom" "Controller" 6 "P68"
"Bedroom" "Canister" 1 "P69"
"Bedroom" "WineBottle" 2 "P69"
"Bedroom" "Recorder" 3 "P69"
"Bedroom" "RockingHorse" 4 "P69"
"Bedroom" "Router" 5 "P69"
"Bedroom" "UGGboot" 6 "P69"
"Classroom" "CoffeeMachine" 1 "P69"
"Classroom" "MobilePhone" 2 "P69"
"Classroom" "Hammer" 3 "P69"
"Classroom" "PaperCoffeeCup" 4 "P69"
"Classroom" "BallonDog" 5 "P69"
"Classroom" "Official hat" 6 "P69"
"Gym" "CinRoll" 1 "P69"
"Gym" "StrawberryDonut" 2 "P69"
"Gym" "Clamps" 3 "P69"
"Gym" "CokeCan" 4 "P69"
"Gym" "TennisBall" 5 "P69"
"Gym" "Glasses" 6 "P69"
"Library" "Matrioshka" 1 "P69"
"Library" "Pumpkin" 2 "P69"
"Library" "DeskLight" 3 "P69"
"Library" "Chaynik" 4 "P69"
"Library" "Toothpaste" 5 "P69"
"Library" "Laptop" 6 "P69"
"LivingRoom" "ShowerHead" 1 "P69"
"LivingRoom" "Basket" 2 "P69"
"LivingRoom" "FireExtinguisher" 3 "P69"
"LivingRoom" "FirstAidKit" 4 "P69"
"LivingRoom" "MosquitoRacket" 5 "P69"
"LivingRoom" "HTCVive" 6 "P69"
"StorageRoom" "OldRadio" 1 "P69"
"StorageRoom" "Microphone" 2 "P69"
"StorageRoom" "NailScissors" 3 "P69"
"StorageRoom" "Jug" 4 "P69"
"StorageRoom" "Pinza" 5 "P69"
"StorageRoom" "Bread" 6 "P69"
"Bedroom" "Apple" 1 "P70"
"Bedroom" "Kettle" 2 "P70"
"Bedroom" "BaseballBat" 3 "P70"
"Bedroom" "HandDrill" 4 "P70"
"Bedroom" "Teacup" 5 "P70"
"Bedroom" "Stapler" 6 "P70"
"Classroom" "Mouse" 1 "P70"
"Classroom" "OfficeBin" 2 "P70"
"Classroom" "Cabbaage" 3 "P70"
"Classroom" "Padella" 4 "P70"
"Classroom" "Openner" 5 "P70"
"Classroom" "Squeezer" 6 "P70"
"Gym" "Pineapple" 1 "P70"
"Gym" "HTCViveController" 2 "P70"
"Gym" "CleaningBucket" 3 "P70"
"Gym" "EggBeater" 4 "P70"
"Gym" "MechanicalGloves" 5 "P70"
"Gym" "PencilSharpener" 6 "P70"
"Library" "MokeExpress" 1 "P70"
"Library" "Calculator" 2 "P70"
"Library" "Controller" 3 "P70"
"Library" "RugbyBall" 4 "P70"
"Library" "Muffin" 5 "P70"
"Library" "NikonCamera" 6 "P70"
"LivingRoom" "Toaster" 1 "P70"
"LivingRoom" "Headphones" 2 "P70"
"LivingRoom" "PiggyBank" 3 "P70"
"LivingRoom" "SaltSub" 4 "P70"
"LivingRoom" "JBLSpeaker" 5 "P70"
"LivingRoom" "MilkCarton" 6 "P70"
"StorageRoom" "Spoons" 1 "P70"
"StorageRoom" "Paprika" 2 "P70"
"StorageRoom" "Typewriter" 3 "P70"
"StorageRoom" "Grape" 4 "P70"
"StorageRoom" "Mushroom" 5 "P70"
"StorageRoom" "Avocado" 6 "P70"
"Bedroom" "TennisBall" 1 "P71"
"Bedroom" "Clamps" 2 "P71"
"Bedroom" "MobilePhone" 3 "P71"
"Bedroom" "Bread" 4 "P71"
"Bedroom" "WineBottle" 5 "P71"
"Bedroom" "OldRadio" 6 "P71"
"Classroom" "DeskLight" 1 "P71"
"Classroom" "CoffeeMachine" 2 "P71"
"Classroom" "Hammer" 3 "P71"
"Classroom" "Microphone" 4 "P71"
"Classroom" "RockingHorse" 5 "P71"
"Classroom" "MosquitoRacket" 6 "P71"
"Gym" "StrawberryDonut" 1 "P71"
"Gym" "ShowerHead" 2 "P71"
"Gym" "CinRoll" 3 "P71"
"Gym" "FireExtinguisher" 4 "P71"
"Gym" "Toothpaste" 5 "P71"
"Gym" "Jug" 6 "P71"
"Library" "Basket" 1 "P71"
"Library" "Pinza" 2 "P71"
"Library" "FirstAidKit" 3 "P71"
"Library" "Chaynik" 4 "P71"
"Library" "PaperCoffeeCup" 5 "P71"
"Library" "NailScissors" 6 "P71"
"LivingRoom" "Router" 1 "P71"
"LivingRoom" "Glasses" 2 "P71"
"LivingRoom" "Pumpkin" 3 "P71"
"LivingRoom" "Laptop" 4 "P71"
"LivingRoom" "Matrioshka" 5 "P71"
"LivingRoom" "CokeCan" 6 "P71"
"StorageRoom" "Official hat" 1 "P71"
"StorageRoom" "HTCVive" 2 "P71"
"StorageRoom" "BallonDog" 3 "P71"
"StorageRoom" "Canister" 4 "P71"
"StorageRoom" "Recorder" 5 "P71"
"StorageRoom" "UGGboot" 6 "P71"
"Bedroom" "Laptop" 1 "P72"
"Bedroom" "Clamps" 2 "P72"
"Bedroom" "DeskLight" 3 "P72"
"Bedroom" "Basket" 4 "P72"
"Bedroom" "CoffeeMachine" 5 "P72"
"Bedroom" "Matrioshka" 6 "P72"
"Classroom" "CinRoll" 1 "P72"
"Classroom" "Toothpaste" 2 "P72"
"Classroom" "Pinza" 3 "P72"
"Classroom" "Recorder" 4 "P72"
"Classroom" "Glasses" 5 "P72"
"Classroom" "MosquitoRacket" 6 "P72"
"Gym" "OldRadio" 1 "P72"
"Gym" "Bread" 2 "P72"
"Gym" "FirstAidKit" 3 "P72"
"Gym" "FireExtinguisher" 4 "P72"
"Gym" "Microphone" 5 "P72"
"Gym" "StrawberryDonut" 6 "P72"
"Library" "Chaynik" 1 "P72"
"Library" "Hammer" 2 "P72"
"Library" "MobilePhone" 3 "P72"
"Library" "CokeCan" 4 "P72"
"Library" "Canister" 5 "P72"
"Library" "NailScissors" 6 "P72"
"LivingRoom" "WineBottle" 1 "P72"
"LivingRoom" "HTCVive" 2 "P72"
"LivingRoom" "Jug" 3 "P72"
"LivingRoom" "UGGboot" 4 "P72"
"LivingRoom" "Router" 5 "P72"
"LivingRoom" "RockingHorse" 6 "P72"
"StorageRoom" "TennisBall" 1 "P72"
"StorageRoom" "ShowerHead" 2 "P72"
"StorageRoom" "Official hat" 3 "P72"
"StorageRoom" "Pumpkin" 4 "P72"
"StorageRoom" "PaperCoffeeCup" 5 "P72"
"StorageRoom" "BallonDog" 6 "P72"
"Bedroom" "CokeCan" 1 "P73"
"Bedroom" "Pumpkin" 2 "P73"
"Bedroom" "Pinza" 3 "P73"
"Bedroom" "PaperCoffeeCup" 4 "P73"
"Bedroom" "RockingHorse" 5 "P73"
"Bedroom" "NailScissors" 6 "P73"
"Classroom" "StrawberryDonut" 1 "P73"
"Classroom" "CinRoll" 2 "P73"
"Classroom" "Basket" 3 "P73"
"Classroom" "Laptop" 4 "P73"
"Classroom" "Glasses" 5 "P73"
"Classroom" "MobilePhone" 6 "P73"
"Gym" "MosquitoRacket" 1 "P73"
"Gym" "OldRadio" 2 "P73"
"Gym" "TennisBall" 3 "P73"
"Gym" "Router" 4 "P73"
"Gym" "Canister" 5 "P73"
"Gym" "Hammer" 6 "P73"
"Library" "WineBottle" 1 "P73"
"Library" "Recorder" 2 "P73"
"Library" "Microphone" 3 "P73"
"Library" "Clamps" 4 "P73"
"Library" "CoffeeMachine" 5 "P73"
"Library" "FirstAidKit" 6 "P73"
"LivingRoom" "HTCVive" 1 "P73"
"LivingRoom" "Chaynik" 2 "P73"
"LivingRoom" "FireExtinguisher" 3 "P73"
"LivingRoom" "Jug" 4 "P73"
"LivingRoom" "Official hat" 5 "P73"
"LivingRoom" "Matrioshka" 6 "P73"
"StorageRoom" "BallonDog" 1 "P73"
"StorageRoom" "DeskLight" 2 "P73"
"StorageRoom" "UGGboot" 3 "P73"
"StorageRoom" "Toothpaste" 4 "P73"
"StorageRoom" "Bread" 5 "P73"
"StorageRoom" "ShowerHead" 6 "P73"
"Bedroom" "Paprika" 1 "P74"
"Bedroom" "HandDrill" 2 "P74"
"Bedroom" "Kettle" 3 "P74"
"Bedroom" "Openner" 4 "P74"
"Bedroom" "Squeezer" 5 "P74"
"Bedroom" "Teacup" 6 "P74"
"Classroom" "Spoons" 1 "P74"
"Classroom" "Mushroom" 2 "P74"
"Classroom" "Headphones" 3 "P74"
"Classroom" "MilkCarton" 4 "P74"
"Classroom" "NikonCamera" 5 "P74"
"Classroom" "Toaster" 6 "P74"
"Gym" "Avocado" 1 "P74"
"Gym" "MechanicalGloves" 2 "P74"
"Gym" "SaltSub" 3 "P74"
"Gym" "Typewriter" 4 "P74"
"Gym" "PiggyBank" 5 "P74"
"Gym" "HTCViveController" 6 "P74"
"Library" "Calculator" 1 "P74"
"Library" "PencilSharpener" 2 "P74"
"Library" "Apple" 3 "P74"
"Library" "Stapler" 4 "P74"
"Library" "Controller" 5 "P74"
"Library" "EggBeater" 6 "P74"
"LivingRoom" "Padella" 1 "P74"
"LivingRoom" "RugbyBall" 2 "P74"
"LivingRoom" "Grape" 3 "P74"
"LivingRoom" "Muffin" 4 "P74"
"LivingRoom" "JBLSpeaker" 5 "P74"
"LivingRoom" "OfficeBin" 6 "P74"
"StorageRoom" "MokeExpress" 1 "P74"
"StorageRoom" "Mouse" 2 "P74"
"StorageRoom" "BaseballBat" 3 "P74"
"StorageRoom" "CleaningBucket" 4 "P74"
"StorageRoom" "Cabbaage" 5 "P74"
"StorageRoom" "Pineapple" 6 "P74"
"Bedroom" "Hammer" 1 "P75"
"Bedroom" "Pumpkin" 2 "P75"
"Bedroom" "FireExtinguisher" 3 "P75"
"Bedroom" "MobilePhone" 4 "P75"
"Bedroom" "Pinza" 5 "P75"
"Bedroom" "NailScissors" 6 "P75"
"Classroom" "DeskLight" 1 "P75"
"Classroom" "UGGboot" 2 "P75"
"Classroom" "Glasses" 3 "P75"
"Classroom" "TennisBall" 4 "P75"
"Classroom" "MosquitoRacket" 5 "P75"
"Classroom" "StrawberryDonut" 6 "P75"
"Gym" "Chaynik" 1 "P75"
"Gym" "Official hat" 2 "P75"
"Gym" "Toothpaste" 3 "P75"
"Gym" "ShowerHead" 4 "P75"
"Gym" "Recorder" 5 "P75"
"Gym" "Canister" 6 "P75"
"Library" "RockingHorse" 1 "P75"
"Library" "Jug" 2 "P75"
"Library" "WineBottle" 3 "P75"
"Library" "PaperCoffeeCup" 4 "P75"
"Library" "Microphone" 5 "P75"
"Library" "Matrioshka" 6 "P75"
"LivingRoom" "CokeCan" 1 "P75"
"LivingRoom" "Laptop" 2 "P75"
"LivingRoom" "CinRoll" 3 "P75"
"LivingRoom" "OldRadio" 4 "P75"
"LivingRoom" "HTCVive" 5 "P75"
"LivingRoom" "Clamps" 6 "P75"
"StorageRoom" "Bread" 1 "P75"
"StorageRoom" "CoffeeMachine" 2 "P75"
"StorageRoom" "Router" 3 "P75"
"StorageRoom" "FirstAidKit" 4 "P75"
"StorageRoom" "Basket" 5 "P75"
"StorageRoom" "BallonDog" 6 "P75"
"Bedroom" "HTCViveController" 1 "P76"
"Bedroom" "BaseballBat" 2 "P76"
"Bedroom" "Paprika" 3 "P76"
"Bedroom" "CleaningBucket" 4 "P76"
"Bedroom" "Teacup" 5 "P76"
"Bedroom" "NikonCamera" 6 "P76"
"Classroom" "Stapler" 1 "P76"
"Classroom" "Openner" 2 "P76"
"Classroom" "Squeezer" 3 "P76"
"Classroom" "Headphones" 4 "P76"
"Classroom" "MechanicalGloves" 5 "P76"
"Classroom" "Mushroom" 6 "P76"
"Gym" "MilkCarton" 1 "P76"
"Gym" "Pineapple" 2 "P76"
"Gym" "HandDrill" 3 "P76"
"Gym" "Toaster" 4 "P76"
"Gym" "JBLSpeaker" 5 "P76"
"Gym" "Mouse" 6 "P76"
"Library" "Muffin" 1 "P76"
"Library" "Avocado" 2 "P76"
"Library" "PencilSharpener" 3 "P76"
"Library" "Grape" 4 "P76"
"Library" "Controller" 5 "P76"
"Library" "RugbyBall" 6 "P76"
"LivingRoom" "Kettle" 1 "P76"
"LivingRoom" "Apple" 2 "P76"
"LivingRoom" "MokeExpress" 3 "P76"
"LivingRoom" "Spoons" 4 "P76"
"LivingRoom" "SaltSub" 5 "P76"
"LivingRoom" "EggBeater" 6 "P76"
"StorageRoom" "Padella" 1 "P76"
"StorageRoom" "Typewriter" 2 "P76"
"StorageRoom" "Cabbaage" 3 "P76"
"StorageRoom" "Calculator" 4 "P76"
"StorageRoom" "PiggyBank" 5 "P76"
"StorageRoom" "OfficeBin" 6 "P76"
"Bedroom" "Basket" 1 "P77"
"Bedroom" "StrawberryDonut" 2 "P77"
"Bedroom" "Toothpaste" 3 "P77"
"Bedroom" "Laptop" 4 "P77"
"Bedroom" "Chaynik" 5 "P77"
"Bedroom" "BallonDog" 6 "P77"
"Classroom" "FireExtinguisher" 1 "P77"
"Classroom" "CoffeeMachine" 2 "P77"
"Classroom" "MosquitoRacket" 3 "P77"
"Classroom" "Pinza" 4 "P77"
"Classroom" "Matrioshka" 5 "P77"
"Classroom" "WineBottle" 6 "P77"
"Gym" "UGGboot" 1 "P77"
"Gym" "PaperCoffeeCup" 2 "P77"
"Gym" "NailScissors" 3 "P77"
"Gym" "Router" 4 "P77"
"Gym" "Jug" 5 "P77"
"Gym" "RockingHorse" 6 "P77"
"Library" "Recorder" 1 "P77"
"Library" "FirstAidKit" 2 "P77"
"Library" "MobilePhone" 3 "P77"
"Library" "Pumpkin" 4 "P77"
"Library" "HTCVive" 5 "P77"
"Library" "Official hat" 6 "P77"
"LivingRoom" "Bread" 1 "P77"
"LivingRoom" "Microphone" 2 "P77"
"LivingRoom" "TennisBall" 3 "P77"
"LivingRoom" "Hammer" 4 "P77"
"LivingRoom" "OldRadio" 5 "P77"
"LivingRoom" "Clamps" 6 "P77"
"StorageRoom" "ShowerHead" 1 "P77"
"StorageRoom" "DeskLight" 2 "P77"
"StorageRoom" "CinRoll" 3 "P77"
"StorageRoom" "CokeCan" 4 "P77"
"StorageRoom" "Canister" 5 "P77"
"StorageRoom" "Glasses" 6 "P77"
"Bedroom" "Kettle" 1 "P78"
"Bedroom" "Pineapple" 2 "P78"
"Bedroom" "Grape" 3 "P78"
"Bedroom" "Paprika" 4 "P78"
"Bedroom" "Controller" 5 "P78"
"Bedroom" "Cabbaage" 6 "P78"
"Classroom" "Mouse" 1 "P78"
"Classroom" "HTCViveController" 2 "P78"
"Classroom" "MilkCarton" 3 "P78"
"Classroom" "Squeezer" 4 "P78"
"Classroom" "Openner" 5 "P78"
"Classroom" "EggBeater" 6 "P78"
"Gym" "MokeExpress" 1 "P78"
"Gym" "SaltSub" 2 "P78"
"Gym" "OfficeBin" 3 "P78"
"Gym" "PiggyBank" 4 "P78"
"Gym" "Muffin" 5 "P78"
"Gym" "PencilSharpener" 6 "P78"
"Library" "Teacup" 1 "P78"
"Library" "Mushroom" 2 "P78"
"Library" "BaseballBat" 3 "P78"
"Library" "MechanicalGloves" 4 "P78"
"Library" "Apple" 5 "P78"
"Library" "Avocado" 6 "P78"
"LivingRoom" "HandDrill" 1 "P78"
"LivingRoom" "Stapler" 2 "P78"
"LivingRoom" "Toaster" 3 "P78"
"LivingRoom" "CleaningBucket" 4 "P78"
"LivingRoom" "Typewriter" 5 "P78"
"LivingRoom" "Padella" 6 "P78"
"StorageRoom" "NikonCamera" 1 "P78"
"StorageRoom" "Spoons" 2 "P78"
"StorageRoom" "RugbyBall" 3 "P78"
"StorageRoom" "Headphones" 4 "P78"
"StorageRoom" "JBLSpeaker" 5 "P78"
"StorageRoom" "Calculator" 6 "P78"
"Bedroom" "Laptop" 1 "P79"
"Bedroom" "OldRadio" 2 "P79"
"Bedroom" "Matrioshka" 3 "P79"
"Bedroom" "Bread" 4 "P79"
"Bedroom" "Official hat" 5 "P79"
"Bedroom" "Recorder" 6 "P79"
"Classroom" "Router" 1 "P79"
"Classroom" "FireExtinguisher" 2 "P79"
"Classroom" "Pinza" 3 "P79"
"Classroom" "TennisBall" 4 "P79"
"Classroom" "Canister" 5 "P79"
"Classroom" "Clamps" 6 "P79"
"Gym" "CoffeeMachine" 1 "P79"
"Gym" "CokeCan" 2 "P79"
"Gym" "Pumpkin" 3 "P79"
"Gym" "Basket" 4 "P79"
"Gym" "NailScissors" 5 "P79"
"Gym" "Glasses" 6 "P79"
"Library" "RockingHorse" 1 "P79"
"Library" "UGGboot" 2 "P79"
"Library" "Chaynik" 3 "P79"
"Library" "StrawberryDonut" 4 "P79"
"Library" "BallonDog" 5 "P79"
"Library" "PaperCoffeeCup" 6 "P79"
"LivingRoom" "Jug" 1 "P79"
"LivingRoom" "HTCVive" 2 "P79"
"LivingRoom" "FirstAidKit" 3 "P79"
"LivingRoom" "Toothpaste" 4 "P79"
"LivingRoom" "WineBottle" 5 "P79"
"LivingRoom" "Hammer" 6 "P79"
"StorageRoom" "DeskLight" 1 "P79"
"StorageRoom" "MobilePhone" 2 "P79"
"StorageRoom" "MosquitoRacket" 3 "P79"
"StorageRoom" "Microphone" 4 "P79"
"StorageRoom" "ShowerHead" 5 "P79"
"StorageRoom" "CinRoll" 6 "P79"
"Bedroom" "MechanicalGloves" 1 "P80"
"Bedroom" "Headphones" 2 "P80"
"Bedroom" "PiggyBank" 3 "P80"
"Bedroom" "HandDrill" 4 "P80"
"Bedroom" "BaseballBat" 5 "P80"
"Bedroom" "MokeExpress" 6 "P80"
"Classroom" "Paprika" 1 "P80"
"Classroom" "NikonCamera" 2 "P80"
"Classroom" "Padella" 3 "P80"
"Classroom" "Stapler" 4 "P80"
"Classroom" "Kettle" 5 "P80"
"Classroom" "Pineapple" 6 "P80"
"Gym" "Grape" 1 "P80"
"Gym" "HTCViveController" 2 "P80"
"Gym" "Mushroom" 3 "P80"
"Gym" "RugbyBall" 4 "P80"
"Gym" "JBLSpeaker" 5 "P80"
"Gym" "Apple" 6 "P80"
"Library" "Squeezer" 1 "P80"
"Library" "MilkCarton" 2 "P80"
"Library" "OfficeBin" 3 "P80"
"Library" "Toaster" 4 "P80"
"Library" "PencilSharpener" 5 "P80"
"Library" "Mouse" 6 "P80"
"LivingRoom" "Controller" 1 "P80"
"LivingRoom" "EggBeater" 2 "P80"
"LivingRoom" "Openner" 3 "P80"
"LivingRoom" "Avocado" 4 "P80"
"LivingRoom" "Muffin" 5 "P80"
"LivingRoom" "Spoons" 6 "P80"
"StorageRoom" "Calculator" 1 "P80"
"StorageRoom" "Cabbaage" 2 "P80"
"StorageRoom" "CleaningBucket" 3 "P80"
"StorageRoom" "Typewriter" 4 "P80"
"StorageRoom" "Teacup" 5 "P80"
"StorageRoom" "SaltSub" 6 "P80"
"Bedroom" "WineBottle" 1 "P81"
"Bedroom" "MosquitoRacket" 2 "P81"
"Bedroom" "Chaynik" 3 "P81"
"Bedroom" "PaperCoffeeCup" 4 "P81"
"Bedroom" "Official hat" 5 "P81"
"Bedroom" "DeskLight" 6 "P81"
"Classroom" "Router" 1 "P81"
"Classroom" "OldRadio" 2 "P81"
"Classroom" "StrawberryDonut" 3 "P81"
"Classroom" "Clamps" 4 "P81"
"Classroom" "Basket" 5 "P81"
"Classroom" "Matrioshka" 6 "P81"
"Gym" "Toothpaste" 1 "P81"
"Gym" "Glasses" 2 "P81"
"Gym" "CinRoll" 3 "P81"
"Gym" "RockingHorse" 4 "P81"
"Gym" "Pinza" 5 "P81"
"Gym" "UGGboot" 6 "P81"
"Library" "Hammer" 1 "P81"
"Library" "Microphone" 2 "P81"
"Library" "ShowerHead" 3 "P81"
"Library" "FireExtinguisher" 4 "P81"
"Library" "Recorder" 5 "P81"
"Library" "BallonDog" 6 "P81"
"LivingRoom" "CokeCan" 1 "P81"
"LivingRoom" "Jug" 2 "P81"
"LivingRoom" "HTCVive" 3 "P81"
"LivingRoom" "FirstAidKit" 4 "P81"
"LivingRoom" "NailScissors" 5 "P81"
"LivingRoom" "Canister" 6 "P81"
"StorageRoom" "Laptop" 1 "P81"
"StorageRoom" "TennisBall" 2 "P81"
"StorageRoom" "MobilePhone" 3 "P81"
"StorageRoom" "Pumpkin" 4 "P81"
"StorageRoom" "CoffeeMachine" 5 "P81"
"StorageRoom" "Bread" 6 "P81"
"Bedroom" "Squeezer" 1 "P82"
"Bedroom" "Typewriter" 2 "P82"
"Bedroom" "PiggyBank" 3 "P82"
"Bedroom" "Apple" 4 "P82"
"Bedroom" "Kettle" 5 "P82"
"Bedroom" "Avocado" 6 "P82"
"Classroom" "Padella" 1 "P82"
"Classroom" "PencilSharpener" 2 "P82"
"Classroom" "MilkCarton" 3 "P82"
"Classroom" "EggBeater" 4 "P82"
"Classroom" "Calculator" 5 "P82"
"Classroom" "Pineapple" 6 "P82"
"Gym" "BaseballBat" 1 "P82"
"Gym" "Controller" 2 "P82"
"Gym" "Stapler" 3 "P82"
"Gym" "Headphones" 4 "P82"
"Gym" "Grape" 5 "P82"
"Gym" "CleaningBucket" 6 "P82"
"Library" "Cabbaage" 1 "P82"
"Library" "Muffin" 2 "P82"
"Library" "Mouse" 3 "P82"
"Library" "SaltSub" 4 "P82"
"Library" "OfficeBin" 5 "P82"
"Library" "Spoons" 6 "P82"
"LivingRoom" "NikonCamera" 1 "P82"
"LivingRoom" "Mushroom" 2 "P82"
"LivingRoom" "HandDrill" 3 "P82"
"LivingRoom" "Teacup" 4 "P82"
"LivingRoom" "Toaster" 5 "P82"
"LivingRoom" "MokeExpress" 6 "P82"
"StorageRoom" "RugbyBall" 1 "P82"
"StorageRoom" "MechanicalGloves" 2 "P82"
"StorageRoom" "JBLSpeaker" 3 "P82"
"StorageRoom" "HTCViveController" 4 "P82"
"StorageRoom" "Paprika" 5 "P82"
"StorageRoom" "Openner" 6 "P82"
"Bedroom" "Squeezer" 1 "P83"
"Bedroom" "Typewriter" 2 "P83"
"Bedroom" "PiggyBank" 3 "P83"
"Bedroom" "Apple" 4 "P83"
"Bedroom" "Kettle" 5 "P83"
"Bedroom" "Avocado" 6 "P83"
"Classroom" "Padella" 1 "P83"
"Classroom" "PencilSharpener" 2 "P83"
"Classroom" "MilkCarton" 3 "P83"
"Classroom" "EggBeater" 4 "P83"
"Classroom" "Calculator" 5 "P83"
"Classroom" "Pineapple" 6 "P83"
"Gym" "BaseballBat" 1 "P83"
"Gym" "Controller" 2 "P83"
"Gym" "Stapler" 3 "P83"
"Gym" "Headphones" 4 "P83"
"Gym" "Grape" 5 "P83"
"Gym" "CleaningBucket" 6 "P83"
"Library" "Cabbaage" 1 "P83"
"Library" "Muffin" 2 "P83"
"Library" "Mouse" 3 "P83"
"Library" "SaltSub" 4 "P83"
"Library" "OfficeBin" 5 "P83"
"Library" "Spoons" 6 "P83"
"LivingRoom" "NikonCamera" 1 "P83"
"LivingRoom" "Mushroom" 2 "P83"
"LivingRoom" "HandDrill" 3 "P83"
"LivingRoom" "Teacup" 4 "P83"
"LivingRoom" "Toaster" 5 "P83"
"LivingRoom" "MokeExpress" 6 "P83"
"StorageRoom" "RugbyBall" 1 "P83"
"StorageRoom" "MechanicalGloves" 2 "P83"
"StorageRoom" "JBLSpeaker" 3 "P83"
"StorageRoom" "HTCViveController" 4 "P83"
"StorageRoom" "Paprika" 5 "P83"
"StorageRoom" "Openner" 6 "P83"
"Bedroom" "Typewriter" 1 "P84"
"Bedroom" "Squeezer" 2 "P84"
"Bedroom" "Openner" 3 "P84"
"Bedroom" "MechanicalGloves" 4 "P84"
"Bedroom" "Kettle" 5 "P84"
"Bedroom" "Paprika" 6 "P84"
"Classroom" "Calculator" 1 "P84"
"Classroom" "EggBeater" 2 "P84"
"Classroom" "PencilSharpener" 3 "P84"
"Classroom" "JBLSpeaker" 4 "P84"
"Classroom" "MokeExpress" 5 "P84"
"Classroom" "Pineapple" 6 "P84"
"Gym" "Stapler" 1 "P84"
"Gym" "Grape" 2 "P84"
"Gym" "NikonCamera" 3 "P84"
"Gym" "Spoons" 4 "P84"
"Gym" "Avocado" 5 "P84"
"Gym" "MilkCarton" 6 "P84"
"Library" "Apple" 1 "P84"
"Library" "BaseballBat" 2 "P84"
"Library" "Toaster" 3 "P84"
"Library" "PiggyBank" 4 "P84"
